NM_MUNICIPIO;NR_ZONA;CD_CARGO;NM_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;QT_VOTOS_NOMINAIS
IRACEMA;6;13;EDSON DE SOUSA;PASTOR EDSON;44;UNIÃO;União Brasil;107
IRACEMA;6;13;LUIZ DA SILVA;JALA DA VAN;44;UNIÃO;União Brasil;196
IRACEMA;6;13;ELISFRAN MENDES DA SILVA;ZÉ MAGUIM;44;UNIÃO;União Brasil;42
IRACEMA;6;13;FERNANDA LIMA DOS SANTOS;FERNANDA LIMA;44;UNIÃO;União Brasil;260
UIRAMUTÃ;7;13;ANANIAS GONÇALVES DE AZEVEDO;ANANIAS DO ABC;11;PP;PROGRESSISTAS;112
UIRAMUTÃ;7;13;JOSE CARLOS BISPO DA SILVA;ZE CARLOS;11;PP;PROGRESSISTAS;110
UIRAMUTÃ;7;13;LEONARDO RODRIGUES;LEONARDO DO FLEXAL;11;PP;PROGRESSISTAS;140
UIRAMUTÃ;7;13;BRENA SIMAO DA SILVA SALES;BRENA SIMÃO;11;PP;PROGRESSISTAS;13
UIRAMUTÃ;7;13;JOSENILDO ESTEVÃO;JOSE ESTEVAO;11;PP;PROGRESSISTAS;45
UIRAMUTÃ;7;13;ARLISSON SAMUEL PEREIRA;ARLISSON SAMUEL;11;PP;PROGRESSISTAS;109
UIRAMUTÃ;7;13;CLAUDEMIR SOUSA;PASTOR CLAUDEMIR;11;PP;PROGRESSISTAS;92
BOA VISTA;5;13;FRANCISCO EVANGELISTA DOS SANTOS DE ARAÚJO;DELEGADO FRANCISCO;12;PDT;Partido Democrático Trabalhista;740
BOA VISTA;1;13;FRANCISCO EVANGELISTA DOS SANTOS DE ARAÚJO;DELEGADO FRANCISCO;12;PDT;Partido Democrático Trabalhista;943
BOA VISTA;5;13;WAGNER SILVA FEITOSA;WAGNER FEITOSA;12;PDT;Partido Democrático Trabalhista;610
BOA VISTA;1;13;WAGNER SILVA FEITOSA;WAGNER FEITOSA;12;PDT;Partido Democrático Trabalhista;227
BOA VISTA;1;13;MARIA DO SOCORRO LACERDA DE ALENCAR;SALMA ALENCAR;12;PDT;Partido Democrático Trabalhista;139
BOA VISTA;5;13;MARIA DO SOCORRO LACERDA DE ALENCAR;SALMA ALENCAR;12;PDT;Partido Democrático Trabalhista;26
BOA VISTA;1;13;JOÃO BATISTA BRITO SOUSA;JOÃO RIZZO;12;PDT;Partido Democrático Trabalhista;283
BOA VISTA;5;13;JOÃO BATISTA BRITO SOUSA;JOÃO RIZZO;12;PDT;Partido Democrático Trabalhista;769
BOA VISTA;5;13;EVANDRO ARAGÃO BRUNO;NANÃO ARAGÃO;12;PDT;Partido Democrático Trabalhista;275
BOA VISTA;1;13;EVANDRO ARAGÃO BRUNO;NANÃO ARAGÃO;12;PDT;Partido Democrático Trabalhista;404
BOA VISTA;5;13;URSULA NAYARA WANDERLEY PETRY;NAYARA WANDERLEY;12;PDT;Partido Democrático Trabalhista;221
BOA VISTA;1;13;URSULA NAYARA WANDERLEY PETRY;NAYARA WANDERLEY;12;PDT;Partido Democrático Trabalhista;453
BOA VISTA;5;13;KELLY CRISTINA ROCHA LOPES;KELLY CRISTINA;12;PDT;Partido Democrático Trabalhista;239
BOA VISTA;1;13;KELLY CRISTINA ROCHA LOPES;KELLY CRISTINA;12;PDT;Partido Democrático Trabalhista;138
BOA VISTA;1;13;FLAVINEY ALMEIDA PEREIRA;FLAVINEY;12;PDT;Partido Democrático Trabalhista;386
BOA VISTA;5;13;FLAVINEY ALMEIDA PEREIRA;FLAVINEY;12;PDT;Partido Democrático Trabalhista;551
BOA VISTA;1;13;PAULO PEREIRA MOTA;PAULO MOTTA;12;PDT;Partido Democrático Trabalhista;477
BOA VISTA;5;13;PAULO PEREIRA MOTA;PAULO MOTTA;12;PDT;Partido Democrático Trabalhista;291
BOA VISTA;5;13;EDUARDO CUNHA REIS;EDUARDO REIS;12;PDT;Partido Democrático Trabalhista;35
BOA VISTA;1;13;EDUARDO CUNHA REIS;EDUARDO REIS;12;PDT;Partido Democrático Trabalhista;41
BOA VISTA;5;13;JANDERSON JUNHO DOS REIS BARBOSA;JANDERSON BARBOSA;12;PDT;Partido Democrático Trabalhista;571
BOA VISTA;1;13;JANDERSON JUNHO DOS REIS BARBOSA;JANDERSON BARBOSA;12;PDT;Partido Democrático Trabalhista;792
BOA VISTA;1;13;JANES MIRANDA;RADIALISTA JANES MIRANDA;12;PDT;Partido Democrático Trabalhista;220
BOA VISTA;5;13;JANES MIRANDA;RADIALISTA JANES MIRANDA;12;PDT;Partido Democrático Trabalhista;498
BOA VISTA;5;13;SUZANA FELIX DO AMARAL FRANÇA;SUZANA FRANÇA;12;PDT;Partido Democrático Trabalhista;193
BOA VISTA;1;13;SUZANA FELIX DO AMARAL FRANÇA;SUZANA FRANÇA;12;PDT;Partido Democrático Trabalhista;240
BOA VISTA;1;13;EDIVALDO PAIXÃO DA SILVA;EDIVALDO DO VIRA KOPOS;12;PDT;Partido Democrático Trabalhista;183
BOA VISTA;5;13;EDIVALDO PAIXÃO DA SILVA;EDIVALDO DO VIRA KOPOS;12;PDT;Partido Democrático Trabalhista;215
BOA VISTA;5;13;GIDEANE SOUSA MOURA;GIDEANE MOURA;12;PDT;Partido Democrático Trabalhista;481
BOA VISTA;1;13;GIDEANE SOUSA MOURA;GIDEANE MOURA;12;PDT;Partido Democrático Trabalhista;268
RORAINÓPOLIS;8;13;TÂMARA MILENA REIS RIBEIRO TORQUATO;TÂMARA TORQUATO;12;PDT;Partido Democrático Trabalhista;44
RORAINÓPOLIS;8;13;BRUNO DE AQUINO PERES;BRUNO PERES;12;PDT;Partido Democrático Trabalhista;119
RORAINÓPOLIS;8;13;MARIA CARDOSO CONRADO;MARIA DO DOVA;12;PDT;Partido Democrático Trabalhista;334
RORAINÓPOLIS;8;13;IARA SANTOS SALDANHA;PROFESSORA IARA SALDANHA;12;PDT;Partido Democrático Trabalhista;149
RORAINÓPOLIS;8;13;MOACILENE SILVA MONTEIRO;MARCIA MONTEIRO;12;PDT;Partido Democrático Trabalhista;11
RORAINÓPOLIS;8;13;WANDERSON PAULO SOUTO;WANDERSON DA OFICINA;12;PDT;Partido Democrático Trabalhista;39
RORAINÓPOLIS;8;13;PAULO CESAR CONSTANCIO ALVES;PAULINHO;12;PDT;Partido Democrático Trabalhista;99
RORAINÓPOLIS;8;13;ERINALDO VIANA DA SILVA;NALDO EVENTOS;12;PDT;Partido Democrático Trabalhista;54
RORAINÓPOLIS;8;13;GEREMIAS RODRIGUES DOS SANTOS;GEREMIAS DA APOSENTADORIA;12;PDT;Partido Democrático Trabalhista;223
NORMANDIA;5;13;ROBERT JUNNES COSTA BATISTA;PROFESSOR ROBERT;45;PSDB;Partido da Social Democracia Brasileira;17
NORMANDIA;5;13;MARIA GEUSA LIMA DOS SANTOS;GEUSA BACURAL;45;PSDB;Partido da Social Democracia Brasileira;71
NORMANDIA;5;13;CARPEJANE SEGUNDO LIMA;CARPEJANE SEGUNDO;45;PSDB;Partido da Social Democracia Brasileira;10
CANTÁ;5;13;MATSALEM FERREIRA BARBOSA;MARCÃO DO POVO;45;PSDB;Partido da Social Democracia Brasileira;19
CANTÁ;5;13;GENIVAL DOS SANTOS SILVA;GENO DA OITO;45;PSDB;Partido da Social Democracia Brasileira;398
CANTÁ;5;13;JESSYCA ADRIANA LIMA VIANA;JESSYCA DO WELBINHO;45;PSDB;Partido da Social Democracia Brasileira;232
CANTÁ;5;13;ISRAEL DE CARVALHO BASTOS;NENÉM DA SERRA GRANDE II;45;PSDB;Partido da Social Democracia Brasileira;99
CANTÁ;5;13;ELIZANGELA FELEOL FRÓES;ELIZÂNGELA DA PESCA;45;PSDB;Partido da Social Democracia Brasileira;181
CANTÁ;5;13;BEATRIZ CAXIAS DE OLIVEIRA;BIA CAXIAS;45;PSDB;Partido da Social Democracia Brasileira;46
CANTÁ;5;13;JOSILEIA DA CONCEIÇÃO PAIVA;LÉIA PAIVA;45;PSDB;Partido da Social Democracia Brasileira;118
CANTÁ;5;13;ROFERSON JOSE BORGES DE SOUSA;ROFERSON BORGES;45;PSDB;Partido da Social Democracia Brasileira;31
CANTÁ;5;13;IVANILDO ARTIMANDES REIS;IVAN DO TATAJUBA;45;PSDB;Partido da Social Democracia Brasileira;125
IRACEMA;6;13;CLEYCE ROSANE LIMA DE SOUZA;ROSANE DO MILITAO;11;PP;PROGRESSISTAS;21
IRACEMA;6;13;ADAILSON LIMA DOS SANTOS;ADAILSON DE CAMPOS NOVOS;11;PP;PROGRESSISTAS;37
IRACEMA;6;13;MARIA LOPES DA SILVA;MARIA LOPES;11;PP;PROGRESSISTAS;96
IRACEMA;6;13;EDINALVA LIMA BARROS;TANDY LIMA;11;PP;PROGRESSISTAS;232
IRACEMA;6;13;ROSANA FERNANDES DA SILVA;ROSANA FERNANDES;11;PP;PROGRESSISTAS;76
IRACEMA;6;13;RAVEL ARAUJO CARDOSO;RAVEL ARAUJO;11;PP;PROGRESSISTAS;41
IRACEMA;6;13;JAILSON BARBOSA DA SILVA;PEZAO;11;PP;PROGRESSISTAS;264
RORAINÓPOLIS;8;13;FRANCISCA ANDREIA GOMES DE FREITAS;ANDRÉIA GOMES;40;PSB;Partido Socialista Brasileiro;326
CARACARAÍ;2;13;MÁRCIO OLIVEIRA DA SILVA;MÁRCIO DO ITÃ;40;PSB;Partido Socialista Brasileiro;340
BONFIM;5;11;MARIO NICACIO;MARIO NICACIO;18;REDE;Rede Sustentabilidade;2325
NORMANDIA;5;11;NEILA CARVALHO DE OLIVEIRA;NEILA ARAÚJO;23;CIDADANIA;Cidadania;3117
PACARAIMA;7;13;ADALTO CIPRIANO COSTA;PROFESSOR ADALTO;18;REDE;Rede Sustentabilidade;104
PACARAIMA;7;13;DANIEL SAMPAIO ALVES;DANIEL SAMPAIO ;18;REDE;Rede Sustentabilidade;129
PACARAIMA;7;13;GISELDA SILVA DE FREITAS;COORDENADORA GISELDA ;18;REDE;Rede Sustentabilidade;54
PACARAIMA;7;13;LOURDETE DA SILVA;LOURDETE DA SILVA;18;REDE;Rede Sustentabilidade;30
PACARAIMA;7;13;CELSO ANTONIO PAULO DA SILVA;CELSO DA BOCA DA MATA;18;REDE;Rede Sustentabilidade;39
BONFIM;5;13;WAMILTON SOUZA DA SILVA;WAMILTON SOUZA;18;REDE;Rede Sustentabilidade;199
BONFIM;5;13;CHARLENI CRUZ GALDINO;CHAY;18;REDE;Rede Sustentabilidade;33
BONFIM;5;13;LUIZ DA SILVA SEBASTIÃO;LUIZ DA SAÚDE;18;REDE;Rede Sustentabilidade;88
BONFIM;5;13;PEDRO ALEXANDRE DE SOUZA;TUXAUA PEDRO ;18;REDE;Rede Sustentabilidade;134
BONFIM;5;13;DOLORES ALVES DA SILVA;DOLORES ALVES;18;REDE;Rede Sustentabilidade;10
CANTÁ;5;11;RICARDO DESOUZA SILVA;RICARDO DO CANAUANIM;18;REDE;Rede Sustentabilidade;117
UIRAMUTÃ;7;13;CACILDA ESTEVÃO;TUXAUA CACILDA;18;REDE;Rede Sustentabilidade;59
BOA VISTA;1;13;ISABELLE KAROLINE SILVA MADUREIRA;ISABELLE MADUREIRA;11;PP;PROGRESSISTAS;16
BOA VISTA;5;13;ISABELLE KAROLINE SILVA MADUREIRA;ISABELLE MADUREIRA;11;PP;PROGRESSISTAS;13
BOA VISTA;1;13;CLAUDIO APARECIDO DA SILVA;PAULISTA;11;PP;PROGRESSISTAS;65
BOA VISTA;5;13;CLAUDIO APARECIDO DA SILVA;PAULISTA;11;PP;PROGRESSISTAS;30
BOA VISTA;1;13;MIRIAN DOS REIS MELO;MIRIAN REIS;11;PP;PROGRESSISTAS;480
BOA VISTA;5;13;MIRIAN DOS REIS MELO;MIRIAN REIS;11;PP;PROGRESSISTAS;287
BOA VISTA;1;13;DIONISYO VIEIRA DIAS;DIONISYO DVD;11;PP;PROGRESSISTAS;4
BOA VISTA;5;13;DIONISYO VIEIRA DIAS;DIONISYO DVD;11;PP;PROGRESSISTAS;19
BOA VISTA;5;13;ELIZABETH SILVA DE ALMEIDA;BETH ALMEIDA;11;PP;PROGRESSISTAS;63
BOA VISTA;1;13;ELIZABETH SILVA DE ALMEIDA;BETH ALMEIDA;11;PP;PROGRESSISTAS;47
BOA VISTA;5;13;OQUIMAR FRAZÃO DE FREITAS JÚNIOR;CORONEL FRAZÃO;11;PP;PROGRESSISTAS;221
BOA VISTA;1;13;OQUIMAR FRAZÃO DE FREITAS JÚNIOR;CORONEL FRAZÃO;11;PP;PROGRESSISTAS;742
BOA VISTA;5;13;RONALDO DE SOUZA DAMASCENO;RONALDO DAMASCENO;11;PP;PROGRESSISTAS;40
BOA VISTA;1;13;RONALDO DE SOUZA DAMASCENO;RONALDO DAMASCENO;11;PP;PROGRESSISTAS;51
BOA VISTA;1;13;OZIEL DA CONCEIÇÃO ARAÚJO;OZIEL ARAÚJO;11;PP;PROGRESSISTAS;84
BOA VISTA;5;13;OZIEL DA CONCEIÇÃO ARAÚJO;OZIEL ARAÚJO;11;PP;PROGRESSISTAS;62
BOA VISTA;1;13;MARLON MAIA DA SILVA;MARLON DA MIRAGE;11;PP;PROGRESSISTAS;1367
BOA VISTA;5;13;MARLON MAIA DA SILVA;MARLON DA MIRAGE;11;PP;PROGRESSISTAS;857
BOA VISTA;5;13;JULIANA ALVES GARCIA DE ALMEIDA;JULIANA GARCIA;11;PP;PROGRESSISTAS;631
BOA VISTA;1;13;JULIANA ALVES GARCIA DE ALMEIDA;JULIANA GARCIA;11;PP;PROGRESSISTAS;741
BOA VISTA;5;13;ITALO SAMUEL DE LIMA FERNANDES;ITALO FERNANDES;11;PP;PROGRESSISTAS;444
BOA VISTA;1;13;ITALO SAMUEL DE LIMA FERNANDES;ITALO FERNANDES;11;PP;PROGRESSISTAS;536
BOA VISTA;1;13;OSIEL ANDRADE DE ALCÂNTARA;OSIEL ANDRADE;11;PP;PROGRESSISTAS;337
BOA VISTA;5;13;OSIEL ANDRADE DE ALCÂNTARA;OSIEL ANDRADE;11;PP;PROGRESSISTAS;526
BOA VISTA;5;13;JOÃO KLEBER MARTINS DE SIQUEIRA;KLEBER SIQUEIRA;11;PP;PROGRESSISTAS;920
BOA VISTA;1;13;JOÃO KLEBER MARTINS DE SIQUEIRA;KLEBER SIQUEIRA;11;PP;PROGRESSISTAS;924
BOA VISTA;5;13;GILMAR CONCEIÇÃO LEITE;GILMAR LEITE;11;PP;PROGRESSISTAS;208
BOA VISTA;1;13;GILMAR CONCEIÇÃO LEITE;GILMAR LEITE;11;PP;PROGRESSISTAS;150
BOA VISTA;5;13;DAYANA PATRICIA CORDEIRO AULER;MAJOR DAYANA AULER;11;PP;PROGRESSISTAS;65
BOA VISTA;1;13;DAYANA PATRICIA CORDEIRO AULER;MAJOR DAYANA AULER;11;PP;PROGRESSISTAS;137
BOA VISTA;1;13;MARCELO RODRIGUES BATISTA;MARCELO BATISTA;11;PP;PROGRESSISTAS;1290
BOA VISTA;5;13;MARCELO RODRIGUES BATISTA;MARCELO BATISTA;11;PP;PROGRESSISTAS;455
BOA VISTA;5;13;RICHARD BRUNO CHAGAS CABRAL;RICHARD ARTISTA;11;PP;PROGRESSISTAS;25
BOA VISTA;1;13;RICHARD BRUNO CHAGAS CABRAL;RICHARD ARTISTA;11;PP;PROGRESSISTAS;132
BOA VISTA;1;13;ARIONILSON FERREIRA DOS SANTOS;IRMÃO ARI;11;PP;PROGRESSISTAS;30
BOA VISTA;5;13;ARIONILSON FERREIRA DOS SANTOS;IRMÃO ARI;11;PP;PROGRESSISTAS;55
BOA VISTA;1;13;HERMANO HENDREK WITREWERK;HERMANO HENDREK;11;PP;PROGRESSISTAS;489
BOA VISTA;5;13;HERMANO HENDREK WITREWERK;HERMANO HENDREK;11;PP;PROGRESSISTAS;542
BOA VISTA;5;13;FERNANDO RODRIGUES SOARES;MAJOR FERNANDO;11;PP;PROGRESSISTAS;83
BOA VISTA;1;13;FERNANDO RODRIGUES SOARES;MAJOR FERNANDO;11;PP;PROGRESSISTAS;68
RORAINÓPOLIS;8;13;EDINEIA COELHO LIMA RIBEIRO;EDINEIA CONTADORA;12;PDT;Partido Democrático Trabalhista;101
RORAINÓPOLIS;8;13;TARCISO GUEDÊLHA PINHEIRO;PR TARCISO GUEDÊLHA;12;PDT;Partido Democrático Trabalhista;86
RORAINÓPOLIS;8;13;JAIME PEREIRA REIS;JAIME REIS DA CASA DO VAQUEIRO;12;PDT;Partido Democrático Trabalhista;163
BOA VISTA;1;13;IVO DE SOUSA PEREIRA;IVO SOM;10;REPUBLICANOS;REPUBLICANOS;54
BOA VISTA;5;13;IVO DE SOUSA PEREIRA;IVO SOM;10;REPUBLICANOS;REPUBLICANOS;20
BOA VISTA;1;13;DARKSON CORREA MOTA;KINHO CORREA;10;REPUBLICANOS;REPUBLICANOS;124
BOA VISTA;5;13;DARKSON CORREA MOTA;KINHO CORREA;10;REPUBLICANOS;REPUBLICANOS;68
BOA VISTA;1;13;RENATO ANDRADE QUEIROZ;RENATO QUEIROZ;10;REPUBLICANOS;REPUBLICANOS;2139
BOA VISTA;5;13;RENATO ANDRADE QUEIROZ;RENATO QUEIROZ;10;REPUBLICANOS;REPUBLICANOS;1127
BOA VISTA;1;13;JONATHAS MADUREIRA SILVA DE DEUS;JONATHAS GAROTINHO;10;REPUBLICANOS;REPUBLICANOS;41
BOA VISTA;5;13;JONATHAS MADUREIRA SILVA DE DEUS;JONATHAS GAROTINHO;10;REPUBLICANOS;REPUBLICANOS;72
BOA VISTA;5;13;SAMUEL DE JESUS LOPES;PROFESSOR SAMUEL;10;REPUBLICANOS;REPUBLICANOS;588
BOA VISTA;1;13;SAMUEL DE JESUS LOPES;PROFESSOR SAMUEL;10;REPUBLICANOS;REPUBLICANOS;707
BOA VISTA;5;13;DELCHELLY ROBERTA DE SOUZA OLIVEIRA;DELCHELLY ;10;REPUBLICANOS;REPUBLICANOS;1236
BOA VISTA;1;13;DELCHELLY ROBERTA DE SOUZA OLIVEIRA;DELCHELLY ;10;REPUBLICANOS;REPUBLICANOS;1998
BOA VISTA;5;13;JOCELIO GOMES DA SILVA;JOCÉLIO GOMES;10;REPUBLICANOS;REPUBLICANOS;129
BOA VISTA;1;13;JOCELIO GOMES DA SILVA;JOCÉLIO GOMES;10;REPUBLICANOS;REPUBLICANOS;69
BOA VISTA;1;13;CARLOS JOSE SOUZA CEDRO;CARLOS CONTADOR;10;REPUBLICANOS;REPUBLICANOS;84
BOA VISTA;5;13;CARLOS JOSE SOUZA CEDRO;CARLOS CONTADOR;10;REPUBLICANOS;REPUBLICANOS;44
BOA VISTA;1;13;ELTON LENNON SOUZA DA SILVA;ELTON LENNON ;10;REPUBLICANOS;REPUBLICANOS;68
BOA VISTA;5;13;ELTON LENNON SOUZA DA SILVA;ELTON LENNON ;10;REPUBLICANOS;REPUBLICANOS;71
BOA VISTA;1;13;ZENAIDE DA SILVA FARIAS;ZENAIDE;10;REPUBLICANOS;REPUBLICANOS;35
BOA VISTA;5;13;ZENAIDE DA SILVA FARIAS;ZENAIDE;10;REPUBLICANOS;REPUBLICANOS;26
BOA VISTA;1;13;JOAO LUIS NASCIMENTO PEREIRA;PROF. JOÃO LUÍS;10;REPUBLICANOS;REPUBLICANOS;40
BOA VISTA;5;13;JOAO LUIS NASCIMENTO PEREIRA;PROF. JOÃO LUÍS;10;REPUBLICANOS;REPUBLICANOS;18
BOA VISTA;1;13;CAIO FABIO REIS MONTEIRO;CAIO MONTEIRO;10;REPUBLICANOS;REPUBLICANOS;104
BOA VISTA;5;13;CAIO FABIO REIS MONTEIRO;CAIO MONTEIRO;10;REPUBLICANOS;REPUBLICANOS;29
BOA VISTA;1;13;ELITON TRAJANO ARAUJO;ELITON ARAÚJO;10;REPUBLICANOS;REPUBLICANOS;108
BOA VISTA;5;13;ELITON TRAJANO ARAUJO;ELITON ARAÚJO;10;REPUBLICANOS;REPUBLICANOS;483
BOA VISTA;1;13;LISSANDRA FIGUEIREDO BACELAR;LISSANDRA BACELAR;10;REPUBLICANOS;REPUBLICANOS;93
BOA VISTA;5;13;LISSANDRA FIGUEIREDO BACELAR;LISSANDRA BACELAR;10;REPUBLICANOS;REPUBLICANOS;42
BOA VISTA;1;13;JOEL JESUS DA SILVEIRA PINHO;JOEL JESUS PINHO;10;REPUBLICANOS;REPUBLICANOS;85
BOA VISTA;5;13;JOEL JESUS DA SILVEIRA PINHO;JOEL JESUS PINHO;10;REPUBLICANOS;REPUBLICANOS;24
BOA VISTA;5;13;SANDRO DENIS DE SOUZA CRUZ;SANDRO BARÉ;10;REPUBLICANOS;REPUBLICANOS;1142
BOA VISTA;1;13;SANDRO DENIS DE SOUZA CRUZ;SANDRO BARÉ;10;REPUBLICANOS;REPUBLICANOS;1631
BOA VISTA;1;13;IRACY GOMES;LOIRA DO PINTOLÂNDIA;10;REPUBLICANOS;REPUBLICANOS;35
BOA VISTA;5;13;IRACY GOMES;LOIRA DO PINTOLÂNDIA;10;REPUBLICANOS;REPUBLICANOS;203
BOA VISTA;5;13;ANDREIA BATISTA GONÇALVES;ANDREIA GONÇALVES;10;REPUBLICANOS;REPUBLICANOS;86
BOA VISTA;1;13;GILDEVALDO DA LUZ ROCHA;PR GILL ROCHA;20;PODE;Podemos;1186
BOA VISTA;1;13;CARLA DEMETRIO MARTINS MATOS MESSIAS;PASTORA CARLA MESSIAS;11;PP;PROGRESSISTAS;1206
BOA VISTA;5;13;CARLA DEMETRIO MARTINS MATOS MESSIAS;PASTORA CARLA MESSIAS;11;PP;PROGRESSISTAS;1226
UIRAMUTÃ;7;13;GEDEÃO ANDRÉ DA SILVA;PROFESSOR GEDEÃO;18;REDE;Rede Sustentabilidade;197
AMAJARI;7;13;DÉBORA DO NASCIMENTO MACEDO;MISSIONÁRIA DÉBORA;23;CIDADANIA;Cidadania;247
UIRAMUTÃ;7;13;CIZIMAR ADELINO DA SILVA;CIZIMAR DA ÁGUA FRIA;23;CIDADANIA;Cidadania;278
BOA VISTA;5;11;ARTHUR HENRIQUE BRANDÃO MACHADO;ARTHUR HENRIQUE;15;MDB;Movimento Democrático Brasileiro;61336
BOA VISTA;1;11;ARTHUR HENRIQUE BRANDÃO MACHADO;ARTHUR HENRIQUE;15;MDB;Movimento Democrático Brasileiro;71844
BOA VISTA;5;13;ANTÔNIO SOARES DOS SANTOS;OLAVO DA CONSTRUÇÃO CIVIL;13;PT;Partido dos Trabalhadores;94
BOA VISTA;1;13;ANTÔNIO SOARES DOS SANTOS;OLAVO DA CONSTRUÇÃO CIVIL;13;PT;Partido dos Trabalhadores;52
BOA VISTA;1;13;PABLO SÉRGIO SOUZA BEZERRA;PABLO SÉRGIO;13;PT;Partido dos Trabalhadores;268
BOA VISTA;5;13;PABLO SÉRGIO SOUZA BEZERRA;PABLO SÉRGIO;13;PT;Partido dos Trabalhadores;93
BOA VISTA;5;13;YNGRID NARRARA DA SILVA BARBOSA;YNGRID NARRARA;13;PT;Partido dos Trabalhadores;14
BOA VISTA;1;13;YNGRID NARRARA DA SILVA BARBOSA;YNGRID NARRARA;13;PT;Partido dos Trabalhadores;10
BOA VISTA;5;13;YASMIN NASCIMENTO CESAR;YASMIN NASCIMENTO;13;PT;Partido dos Trabalhadores;12
BOA VISTA;1;13;YASMIN NASCIMENTO CESAR;YASMIN NASCIMENTO;13;PT;Partido dos Trabalhadores;13
BOA VISTA;5;13;MARCOS VINICIUS BATISTA;MARQUINHO DO PT;13;PT;Partido dos Trabalhadores;2
BOA VISTA;1;13;MARCOS VINICIUS BATISTA;MARQUINHO DO PT;13;PT;Partido dos Trabalhadores;9
BOA VISTA;5;13;ANDERSON RÔMULO GARCIA BRAZ;RÔMULO BRAZ;13;PT;Partido dos Trabalhadores;22
BOA VISTA;1;13;ANDERSON RÔMULO GARCIA BRAZ;RÔMULO BRAZ;13;PT;Partido dos Trabalhadores;65
BOA VISTA;5;13;RENNISON ELBER SANTOS;ELBER;22;PL;Partido Liberal;30
BOA VISTA;1;13;RENNISON ELBER SANTOS;ELBER;22;PL;Partido Liberal;39
BOA VISTA;1;13;PRISCILLA DE SOUZA VICENTE;SARGENTO PRISCILLA;22;PL;Partido Liberal;277
BOA VISTA;5;13;PRISCILLA DE SOUZA VICENTE;SARGENTO PRISCILLA;22;PL;Partido Liberal;71
BOA VISTA;1;13;JOEL PEREIRA DA SILVA;JOEL PEREIRA;22;PL;Partido Liberal;62
BOA VISTA;5;13;JOEL PEREIRA DA SILVA;JOEL PEREIRA;22;PL;Partido Liberal;86
BOA VISTA;1;13;HELLAINY DE JESUS DAVID;GATO VELHO;22;PL;Partido Liberal;96
BOA VISTA;5;13;HELLAINY DE JESUS DAVID;GATO VELHO;22;PL;Partido Liberal;38
BOA VISTA;5;13;VALDEILSON DA SILVA;DEILSON BOLSONARO;22;PL;Partido Liberal;292
BOA VISTA;1;13;VALDEILSON DA SILVA;DEILSON BOLSONARO;22;PL;Partido Liberal;443
BOA VISTA;1;13;VALMIR MOREIRA DE FREITAS;VALMIR MOREIRA;22;PL;Partido Liberal;30
BOA VISTA;5;13;VALMIR MOREIRA DE FREITAS;VALMIR MOREIRA;22;PL;Partido Liberal;73
BOA VISTA;5;13;FERNANDO DE ABREU VIEIRA;NANDO PACARAIMA;22;PL;Partido Liberal;0
BOA VISTA;1;13;FERNANDO DE ABREU VIEIRA;NANDO PACARAIMA;22;PL;Partido Liberal;6
BOA VISTA;1;13;ALCERLY LIMA DA SILVA;ALCERLY;22;PL;Partido Liberal;64
BOA VISTA;5;13;ALCERLY LIMA DA SILVA;ALCERLY;22;PL;Partido Liberal;39
PACARAIMA;7;13;JOÃO KLEBER SOARES BORGES;KLEBER DA VIVO;44;UNIÃO;União Brasil;72
PACARAIMA;7;13;SANDRA OLIVEIRA DA SILVA;SANDRA DO PEIXE;44;UNIÃO;União Brasil;21
PACARAIMA;7;13;JONATHAN PEREIRA BARRETO;DR. JONATHAN BARRETO;44;UNIÃO;União Brasil;20
PACARAIMA;7;13;JOSÉ BENEDITO LOPES;IRMÃO BENÉ;44;UNIÃO;União Brasil;19
PACARAIMA;7;13;FABIO MACEDO DE SIQUEIRA;FABINHO PACARAIMA;44;UNIÃO;União Brasil;16
PACARAIMA;7;13;VANIRA PERES FRANCO;VANIRA DO SOCORAIMA;44;UNIÃO;União Brasil;11
BOA VISTA;1;13;ANA DA CONCEICAO ARAUJO;ANA CONCEIÇÃO;10;REPUBLICANOS;REPUBLICANOS;96
BOA VISTA;5;13;ANA DA CONCEICAO ARAUJO;ANA CONCEIÇÃO;10;REPUBLICANOS;REPUBLICANOS;36
AMAJARI;7;13;JAIME ANSOLIN BARDEN;JAIME DO ÔNIBUS;30;NOVO;Partido Novo;9
AMAJARI;7;13;CATRIANE DUTRA COSTA;CATRI DO PROJETO AMAJARI;30;NOVO;Partido Novo;14
AMAJARI;7;13;CLEUCILENE VIANA GOUVEIA;CLEUCI TEPEQUÉM;30;NOVO;Partido Novo;7
AMAJARI;7;13;THAIZA MÔNICA LIMA GOMES;MÔNICA LIMA;30;NOVO;Partido Novo;5
AMAJARI;7;13;MARIA CONSUELO TAVARES MILENAS;CONSUELO TAVARES;30;NOVO;Partido Novo;77
AMAJARI;7;13;CÂNDIDO SANCHES JÚNIOR;JUNIOR TAUREPANG;30;NOVO;Partido Novo;19
AMAJARI;7;13;ADENILDO JOSÉ ALVES DE ALMEIDA;ADENILDO MANDI;30;NOVO;Partido Novo;2
CAROEBE;4;13;DANYELLY GONÇALVES DE MORAIS;DANY MORAIS;55;PSD;Partido Social Democrático;93
