NM_MUNICIPIO;NR_ZONA;CD_CARGO;NM_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;QT_VOTOS_NOMINAIS
CAROEBE;4;13;FRANCISCO DAS CHAGAS COSTA DE ARAÚJO;CHICO MOTO TÁXI;55;PSD;Partido Social Democrático;56
CAROEBE;4;13;CLAUDEMIR SILVA DE MELO;GATO DA ZERO QUATRO;55;PSD;Partido Social Democrático;11
CAROEBE;4;13;DIOMAR DA SILVA;DIOMAR DA SILVA;55;PSD;Partido Social Democrático;12
CAROEBE;4;13;FRANCINALDO DE FREITAS CASTRO;PEIXEIRO DA ZERO CINCO;55;PSD;Partido Social Democrático;42
CAROEBE;4;13;ISAQUE NASCIMENTO DE AMORIM;ISAQUE NASCIMENTO;55;PSD;Partido Social Democrático;76
CAROEBE;4;13;LEONEIDE SARAIVA RODRIGUES FREITAS;LEONEIDE DA LOJA;55;PSD;Partido Social Democrático;158
CAROEBE;4;13;GILBERTO RICARDO PEGO;CANCÃO;55;PSD;Partido Social Democrático;96
CAROEBE;4;13;CLAUDETE CARMO DE JESUS;CLAUDETE JESUS;55;PSD;Partido Social Democrático;77
SÃO JOÃO DA BALIZA;4;13;MARIA APARECIDA DA SILVA;CIDA DA SAÚDE;15;MDB;Movimento Democrático Brasileiro;24
SÃO JOÃO DA BALIZA;4;13;ANTONIO FRANCINALDO LUZ DA SILVA;CHIM MAIA;15;MDB;Movimento Democrático Brasileiro;27
SÃO JOÃO DA BALIZA;4;13;RAULINHO WAI WAI NORO;RAULINHO WAI WAI;15;MDB;Movimento Democrático Brasileiro;51
SÃO JOÃO DA BALIZA;4;13;REGINA LARANGEIRA MACEDO;LARANGEIRA DO POVÃO;15;MDB;Movimento Democrático Brasileiro;19
SÃO JOÃO DA BALIZA;4;13;ANTONIO CEZAR PEREIRA LIMA;CÉZAR BALIZÃO;15;MDB;Movimento Democrático Brasileiro;130
SÃO JOÃO DA BALIZA;4;13;PAULINA DOS SANTOS CASTRO;PAULINA CASTRO;15;MDB;Movimento Democrático Brasileiro;6
SÃO JOÃO DA BALIZA;4;13;DAVI FERREIRA SILVA;DAVI FERREIRA;15;MDB;Movimento Democrático Brasileiro;5
SÃO JOÃO DA BALIZA;4;13;MAURICIO LIMA DOS SANTOS;INDIO DA 29;15;MDB;Movimento Democrático Brasileiro;70
CARACARAÍ;2;13;RONDINELE SANTOS DE SANTANA;PROFESSOR RONDINELE;12;PDT;Partido Democrático Trabalhista;453
MUCAJAÍ;6;13;ELIELMA COSTA CARDOSO;COMANDANTE ELIELMA;12;PDT;Partido Democrático Trabalhista;281
AMAJARI;7;13;VASTÍ VALERIA SANTOS DA SILVA;VASTÍ ;12;PDT;Partido Democrático Trabalhista;454
BOA VISTA;5;13;MARCELO DE MAGALHÃES NUNES;MARCELO NUNES;12;PDT;Partido Democrático Trabalhista;1448
BOA VISTA;1;13;MARCELO DE MAGALHÃES NUNES;MARCELO NUNES;12;PDT;Partido Democrático Trabalhista;1836
BOA VISTA;5;13;MOACIVAL DANIEL MANGABEIRA;INSP DANIEL MANGABEIRA;12;PDT;Partido Democrático Trabalhista;1016
BOA VISTA;1;13;MOACIVAL DANIEL MANGABEIRA;INSP DANIEL MANGABEIRA;12;PDT;Partido Democrático Trabalhista;1226
BOA VISTA;1;13;MARCELO OLIVEIRA DOS SANTOS;MARCELO DO ANDIROBA;11;PP;PROGRESSISTAS;67
BOA VISTA;5;13;MARCELO OLIVEIRA DOS SANTOS;MARCELO DO ANDIROBA;11;PP;PROGRESSISTAS;59
CANTÁ;5;13;ECLESIANIO BEZERRA SANTOS;NEGUINHO DA SAUDE;44;UNIÃO;União Brasil;14
CANTÁ;5;13;EMERSON SANTOS VIEIRA;EMERSON GIRAIA;44;UNIÃO;União Brasil;153
CANTÁ;5;13;JACKELINE SAMPAIO GARCIA;DRA JACKELINE SAMPAIO;44;UNIÃO;União Brasil;177
CANTÁ;5;13;MARIA DE FATIMA ALVES DA SILVA;IRMÃ FÁTIMA;44;UNIÃO;União Brasil;101
CANTÁ;5;13;JOSÉ ANÍZIO CORREA DE SOUZA;ANÍZIO;44;UNIÃO;União Brasil;41
CANTÁ;5;13;RUTINETE DA CRUZ CONCEIÇÃO;PROF RUTINETE;44;UNIÃO;União Brasil;107
CANTÁ;5;13;CLOUDIONOR PEREIRA DA SILVA;IRMÃO CLOUDIONOR;44;UNIÃO;União Brasil;264
CANTÁ;5;13;FRANCISCO RODRIGUES VIEIRA;RODRIGO SALSICHA;44;UNIÃO;União Brasil;231
CANTÁ;5;13;ANTONIO RICHARDSON PASSOS FEITOSA;MANO FEITOSA;44;UNIÃO;União Brasil;323
PACARAIMA;7;13;MARIANO GABRIEL PERES;PROF. MARIANO GABRIEL;20;PODE;Podemos;32
PACARAIMA;7;13;MANOEL PEIXOTO SOARES FILHO;PROF. MANOEL FILHO;20;PODE;Podemos;27
PACARAIMA;7;13;LISARB IRAIMA DE SOUZA;KÁTIA SOUZA;20;PODE;Podemos;23
PACARAIMA;7;13;ROBSON FEITOSA ALVES;ROBSON ALVES;20;PODE;Podemos;74
PACARAIMA;7;13;WALTER LOPES DE ALCATARA;WALTER DENTISTA;20;PODE;Podemos;1
PACARAIMA;7;13;ANTONIO SÉRGIO CARDOSO PINTO;DR. SÉRGIO;20;PODE;Podemos;290
PACARAIMA;7;13;MARIA EDNA DE SOUSA MAGALHÃES;TIA EDNA;20;PODE;Podemos;4
PACARAIMA;7;13;ALBINO SOUZA DA SILVA;ALBINO CALMON ;20;PODE;Podemos;69
BOA VISTA;5;13;ROSIMEIRE CRUZ DA SILVA;ROSE;15;MDB;Movimento Democrático Brasileiro;34
BOA VISTA;1;13;ROSIMEIRE CRUZ DA SILVA;ROSE;15;MDB;Movimento Democrático Brasileiro;28
BOA VISTA;1;13;ANTONIO CARVALHO DA SILVA;THONNY CARVALHO;15;MDB;Movimento Democrático Brasileiro;12
BOA VISTA;5;13;ANTONIO CARVALHO DA SILVA;THONNY CARVALHO;15;MDB;Movimento Democrático Brasileiro;50
BOA VISTA;5;13;MARIA IZABEL DE SOUZA VASCONCELOS;IZABEL DE SOUZA;15;MDB;Movimento Democrático Brasileiro;12
BOA VISTA;1;13;MARIA IZABEL DE SOUZA VASCONCELOS;IZABEL DE SOUZA;15;MDB;Movimento Democrático Brasileiro;8
BOA VISTA;1;13;GOVINDA MORINI LIMA SANTOS;GOVINDA SANTOS;15;MDB;Movimento Democrático Brasileiro;29
BOA VISTA;5;13;GOVINDA MORINI LIMA SANTOS;GOVINDA SANTOS;15;MDB;Movimento Democrático Brasileiro;38
BOA VISTA;1;13;EDIVAN DA SILVA;EDIVAN SILVA;15;MDB;Movimento Democrático Brasileiro;176
BOA VISTA;5;13;EDIVAN DA SILVA;EDIVAN SILVA;15;MDB;Movimento Democrático Brasileiro;180
BOA VISTA;1;13;THAYZA VIVIAN GUIMARÃES DE OLIVEIRA;VIVIAN GUIMARÃES;15;MDB;Movimento Democrático Brasileiro;98
BOA VISTA;5;13;THAYZA VIVIAN GUIMARÃES DE OLIVEIRA;VIVIAN GUIMARÃES;15;MDB;Movimento Democrático Brasileiro;80
BOA VISTA;5;13;ZÉLIO DOS SANTOS MOTA;ZÉLIO MOTA;15;MDB;Movimento Democrático Brasileiro;873
BOA VISTA;1;13;ZÉLIO DOS SANTOS MOTA;ZÉLIO MOTA;15;MDB;Movimento Democrático Brasileiro;1247
BOA VISTA;1;13;MARCELA FERNANDES VIEIRA;MARCELA VIEIRA;15;MDB;Movimento Democrático Brasileiro;433
BOA VISTA;5;13;MARCELA FERNANDES VIEIRA;MARCELA VIEIRA;15;MDB;Movimento Democrático Brasileiro;313
BOA VISTA;1;13;BRENDA PERES DE AVÍZ;BRENDA PERES;15;MDB;Movimento Democrático Brasileiro;50
BOA VISTA;5;13;BRENDA PERES DE AVÍZ;BRENDA PERES;15;MDB;Movimento Democrático Brasileiro;152
BOA VISTA;1;13;REGIANE BATISTA MATOS;REGIANE MATOS;15;MDB;Movimento Democrático Brasileiro;1399
BOA VISTA;5;13;REGIANE BATISTA MATOS;REGIANE MATOS;15;MDB;Movimento Democrático Brasileiro;653
BOA VISTA;5;13;JULLYERRE PABLO LIMA DA SILVA;GUARDA JULLYERRE PABLO;15;MDB;Movimento Democrático Brasileiro;902
NORMANDIA;5;13;ALDENES PINHEIRO MARTINS;ALDENES DO GAS;10;REPUBLICANOS;REPUBLICANOS;305
SÃO JOÃO DA BALIZA;4;13;LUCAS CASTRO DE OLIVEIRA;LUCAS CASTRO;10;REPUBLICANOS;REPUBLICANOS;220
MUCAJAÍ;6;13;CLEUDE RODRIGUES DIOLINO;KEKEU;12;PDT;Partido Democrático Trabalhista;271
AMAJARI;7;13;FRANCISLANDIO SOUZA DA SILVA;SULAMBA TEPEQUEM;12;PDT;Partido Democrático Trabalhista;248
BOA VISTA;1;13;JEUSIVANIA PEREIRA NUNES;JEU NUNES;12;PDT;Partido Democrático Trabalhista;920
BOA VISTA;5;13;JEUSIVANIA PEREIRA NUNES;JEU NUNES;12;PDT;Partido Democrático Trabalhista;1097
RORAINÓPOLIS;8;13;LUIS GONZAGA DA SILVA;LUIS DO POSTO;12;PDT;Partido Democrático Trabalhista;421
IRACEMA;6;13;JOÃO ALVES PEREIRA FILHO;JOÃO FILHO;12;PDT;Partido Democrático Trabalhista;294
AMAJARI;7;13;SEBASTIÃO DE SOUZA E SILVA;BABAZINHO;45;PSDB;Partido da Social Democracia Brasileira;233
AMAJARI;7;13;ANTONIO  CARLOS LOPES DE SOUSA;IRMÃO ANTÔNIO;45;PSDB;Partido da Social Democracia Brasileira;8
AMAJARI;7;13;ANTONIO CABRAL COELHO DE MACEDO;TONHO DO CEM;45;PSDB;Partido da Social Democracia Brasileira;126
AMAJARI;7;13;RENILDE FARIAS TEIXEIRA LINS;MISSIONÁRIA RENILDE;45;PSDB;Partido da Social Democracia Brasileira;14
AMAJARI;7;13;ELESANDRA DE SOUSA RODRIGUES;SANDRA SOUSA;45;PSDB;Partido da Social Democracia Brasileira;14
IRACEMA;6;13;FRANCISCO MENDES DA SILVA;CHICO MENDES;45;PSDB;Partido da Social Democracia Brasileira;121
IRACEMA;6;13;LUIS FERNANDO GARCIA DE NEGREIROS;SERJÃO DA BETSTAR;45;PSDB;Partido da Social Democracia Brasileira;175
IRACEMA;6;13;THAUANN SANTOS TORRES;THAUANN TORRES;45;PSDB;Partido da Social Democracia Brasileira;68
IRACEMA;6;13;JOSUÉ LIMA PEREIRA;JOSUÉ;45;PSDB;Partido da Social Democracia Brasileira;167
IRACEMA;6;13;TÂNIA PEREIRA DA SILVA;TÂNIA SILVA;45;PSDB;Partido da Social Democracia Brasileira;2
IRACEMA;6;13;CREONÊS DE SOUSA FREITAS REIS;CLÉA REIS;45;PSDB;Partido da Social Democracia Brasileira;15
MUCAJAÍ;6;11;JOELSON SILVA DA COSTA;JOELSON COSTA;77;SOLIDARIEDADE;Solidariedade;5982
CARACARAÍ;2;13;KEITY MÁRCIA FREIRE MORAES;KEITY MORAES;55;PSD;Partido Social Democrático;605
CAROEBE;4;13;ELIZEU OLIVEIRA DE SOUZA WAI WAI;ELIZEU DE SOUZA;55;PSD;Partido Social Democrático;199
UIRAMUTÃ;7;13;DELZUITA SILVA DE SOUZA;PROF DELZUITA;23;CIDADANIA;Cidadania;79
UIRAMUTÃ;7;13;EDSON ALCINO REIS;EDSON DA RORAINET;23;CIDADANIA;Cidadania;67
UIRAMUTÃ;7;13;THAYNARA CARVALHO CUNHA;THAYNARA CUNHA;23;CIDADANIA;Cidadania;70
UIRAMUTÃ;7;13;LORRANA SILVA CUNHA;LORRANA SILVA;23;CIDADANIA;Cidadania;5
UIRAMUTÃ;7;13;PERCIVAL PAULINO LEITE;PERCIVAL DO MATURUCA;23;CIDADANIA;Cidadania;132
BOA VISTA;5;13;DIONISIO ALVES DA SILVA;DIONISIO CARPINTEIRO;18;REDE;Rede Sustentabilidade;4
BOA VISTA;1;13;DIONISIO ALVES DA SILVA;DIONISIO CARPINTEIRO;18;REDE;Rede Sustentabilidade;10
BOA VISTA;5;13;CÍRIO RICARDO PALÁCIO;PROFESSOR CÍRIO  ;18;REDE;Rede Sustentabilidade;101
BOA VISTA;1;13;CÍRIO RICARDO PALÁCIO;PROFESSOR CÍRIO  ;18;REDE;Rede Sustentabilidade;212
BOA VISTA;5;13;MARIA JUCILENE DA COSTA;JUCY;18;REDE;Rede Sustentabilidade;0
BOA VISTA;1;13;MARIA JUCILENE DA COSTA;JUCY;18;REDE;Rede Sustentabilidade;6
BOA VISTA;1;13;ALZIRA MESQUITA LOUREIRO;ALZIRA LOUREIRO;18;REDE;Rede Sustentabilidade;6
BOA VISTA;5;13;ALZIRA MESQUITA LOUREIRO;ALZIRA LOUREIRO;18;REDE;Rede Sustentabilidade;20
BOA VISTA;5;13;GLORIA RODRIGUES SERRA;GLORIA RODRIGUES;18;REDE;Rede Sustentabilidade;7
UIRAMUTÃ;7;13;DILANEZ MELQUIOR DE LIMA;DILA DO SOCÓ;11;PP;PROGRESSISTAS;57
CANTÁ;5;13;WELLINGTON THOMAZ;WELLINGTON THOMAZ;55;PSD;Partido Social Democrático;51
CANTÁ;5;13;ANDRÉ DE OLIVEIRA ANDRADE;LORO DA SERRA;55;PSD;Partido Social Democrático;86
CANTÁ;5;13;CELMON DA SILVA LIMA;CACHORRÃO;55;PSD;Partido Social Democrático;157
CANTÁ;5;13;GLAUCIA VANESSA FERREIRA DE SOUZA;GLAUCIA VANESSA;55;PSD;Partido Social Democrático;12
CANTÁ;5;13;GERRI ADRIANI MESQUITA DO CARMO;GERRI MESQUITA;55;PSD;Partido Social Democrático;174
CANTÁ;5;13;CÉLIA REGINA RIBEIRO ARAÚJO HENTGES;CÉLIA DO ZACA;55;PSD;Partido Social Democrático;14
CANTÁ;5;13;ELISIMARY MARTINS MENDE;DRA MARY MARTINS;55;PSD;Partido Social Democrático;1
CANTÁ;5;13;ANTONIO VIEIRA DO NASCIMENTO FILHO;FILHO DO CANTÁ;55;PSD;Partido Social Democrático;100
CANTÁ;5;13;FRANCISCO CARLOS DA CRUZ SOUSA;DEDÉ;55;PSD;Partido Social Democrático;30
CANTÁ;5;13;JOSÉ ERNESTO DA SILVA;HERON;55;PSD;Partido Social Democrático;128
MUCAJAÍ;6;13;JORGE HENRIQUE TEIXEIRA VERDE;TEIXEIRA;20;PODE;Podemos;275
MUCAJAÍ;6;13;NELQUISEDEC PIRES CAVALCANTE;IRMÃO MELQUISEDEC;20;PODE;Podemos;43
MUCAJAÍ;6;13;MANOEL FRANCISCO GONZAGA DOS SANTOS;MANOELZINHO;20;PODE;Podemos;105
MUCAJAÍ;6;13;MARIA AGRIMAR MARQUES;MARIA AGRIMAR;20;PODE;Podemos;52
MUCAJAÍ;6;13;FERNANDO NOGUEIRA LEITÃO;PROFESSOR FERNANDO MARLEY;20;PODE;Podemos;18
MUCAJAÍ;6;13;RAFAEL DE SOUSA COSTA;RAFAEL COSTA;20;PODE;Podemos;41
MUCAJAÍ;6;13;ALESSANDRA DE ALMEIDA PEREIRA DOS SANTOS;PROF.. ALESSANDRA;20;PODE;Podemos;18
MUCAJAÍ;6;13;IRACEMA MAGALHAES LIMA;IRMÃ IRACEMA;20;PODE;Podemos;133
MUCAJAÍ;6;13;ANTONIO BARBOSA CRUZ;TOINHO CRUZ;20;PODE;Podemos;143
MUCAJAÍ;6;13;ELIAS MONTEIRO LIMA;ELIAS MONTEIRO;20;PODE;Podemos;27
MUCAJAÍ;6;13;HELENA QUEIROZ DE ALMEIDA;HELENA QUEIROZ;20;PODE;Podemos;11
CARACARAÍ;2;13;ZENILSON DE OLIVEIRA SOUSA;LILA DA RR;20;PODE;Podemos;294
CARACARAÍ;2;13;JADHER LACERDA LIMA;DR. JADHER;20;PODE;Podemos;45
CARACARAÍ;2;13;EDILSON LISBOA DA SILVA;EDILSON DA PETROLINA;20;PODE;Podemos;161
CARACARAÍ;2;13;EZAIAS ALVES BASTOS;EZAIAS BASTOS;20;PODE;Podemos;142
CARACARAÍ;2;13;TIAGO PIMENTEL DE SOUSA;TIAGO PIMENTEL;20;PODE;Podemos;11
CARACARAÍ;2;13;RAIMUNDO NONATO CASTRO REIS;CASTRO REIS;20;PODE;Podemos;84
CARACARAÍ;2;13;VALDIRJANIO CHAVES RAMOS;VALDIRJANIO RAMOS DENTISTA;20;PODE;Podemos;46
CARACARAÍ;2;13;RACIELA SOUZA DOS SANTOS;CANTORA RACIELLA;20;PODE;Podemos;14
CARACARAÍ;2;13;ROSILENE SILVA DOS SANTOS;LENNY SENNA;20;PODE;Podemos;32
CARACARAÍ;2;13;ROSANA PEREIRA VIANA;ROSANA VIANA ;20;PODE;Podemos;100
CARACARAÍ;2;13;KEILA SOARES DA SILVA;KEILA SOARES;20;PODE;Podemos;60
AMAJARI;7;13;SUELANY NEVES SOARES;SUELÂNY NEVES;20;PODE;Podemos;40
AMAJARI;7;13;JADIEL CASTELO DE SOUZA;JADIEL CASTELO;20;PODE;Podemos;106
AMAJARI;7;13;ADEMILCE DA SILVA LEITE;ADEMILCE LEITE;20;PODE;Podemos;1
AMAJARI;7;13;EVALDO PEREIRA MARANHÃO;CARECA MARANHÃO ;20;PODE;Podemos;71
AMAJARI;7;13;RONIERY SILVEIRA MARQUES;RONNY DO ARAÇÁ ;20;PODE;Podemos;41
AMAJARI;7;13;EUDOCHA DE ALMEIDA CARNEIRO;PROFESSORA EUDOCHA;20;PODE;Podemos;22
UIRAMUTÃ;7;13;ESDRAS KAIAN RIBEIRO XAVIER;ESDRAS DO CORAÇÃO MACUXI;13;PT;Partido dos Trabalhadores;351
BOA VISTA;1;13;ZILDO JANUÁRIO RAPOSO;ZILDO JANUÁRIO;43;PV;Partido Verde;4
BOA VISTA;5;13;VANDERCLEBSON SIMIÃO DA SILVA;KLEBER SIMIÃO;43;PV;Partido Verde;82
BOA VISTA;1;13;VANDERCLEBSON SIMIÃO DA SILVA;KLEBER SIMIÃO;43;PV;Partido Verde;106
BOA VISTA;5;13;LUCICLEIDE DIOGO DA COSTA;ONÇA;43;PV;Partido Verde;16
BOA VISTA;1;13;LUCICLEIDE DIOGO DA COSTA;ONÇA;43;PV;Partido Verde;38
BOA VISTA;1;13;JAQUELINE REIS PAVELEGINI DE MEDEIROS;JAQUELINE REIS;43;PV;Partido Verde;63
BOA VISTA;5;13;JAQUELINE REIS PAVELEGINI DE MEDEIROS;JAQUELINE REIS;43;PV;Partido Verde;25
BOA VISTA;1;13;JESSICA BANDEIRA AMBRÓSIO;JESSICA AMBRÓSIO;43;PV;Partido Verde;20
BOA VISTA;5;13;JESSICA BANDEIRA AMBRÓSIO;JESSICA AMBRÓSIO;43;PV;Partido Verde;18
BOA VISTA;1;13;ERISLAN THIAGO LUCENA COSTA;ERISLAN FILHÃO;43;PV;Partido Verde;56
BOA VISTA;5;13;ERISLAN THIAGO LUCENA COSTA;ERISLAN FILHÃO;43;PV;Partido Verde;108
UIRAMUTÃ;7;13;JURANDIR PEREIRA DA SILVA;JURANDIR;43;PV;Partido Verde;160
BOA VISTA;5;13;GLEIDSON MARCELO FRANCO FREITAS;GLEIDSON FRANCO;65;PC do B;Partido Comunista do Brasil;1
BOA VISTA;1;13;GLEIDSON MARCELO FRANCO FREITAS;GLEIDSON FRANCO;65;PC do B;Partido Comunista do Brasil;6
BOA VISTA;5;13;TATIANE CASSIANO DOS SANTOS;TATIANE CASSIANO;65;PC do B;Partido Comunista do Brasil;80
BOA VISTA;1;13;TATIANE CASSIANO DOS SANTOS;TATIANE CASSIANO;65;PC do B;Partido Comunista do Brasil;192
ALTO ALEGRE;3;11;ROSA LEOMIR BENEDETTI GONÇALVES;ROSA BENEDETTI;22;PL;Partido Liberal;204
RORAINÓPOLIS;8;13;SIMONE ALVES MONTEIRO;PROFESSORA SIMONE;44;UNIÃO;União Brasil;191
RORAINÓPOLIS;8;13;ELISANE ROYSAL DIAS;LILI DA DEPIL ;44;UNIÃO;União Brasil;47
RORAINÓPOLIS;8;13;MARCOS APARECIDO MAROTTO;MARCOS MAROTTO;44;UNIÃO;União Brasil;78
RORAINÓPOLIS;8;13;RONALDO SANTOS PINTO DE OLIVEIRA;RONALDO DA DEZESSEIS;44;UNIÃO;União Brasil;88
RORAINÓPOLIS;8;13;CLEUDIMAR DA SILVA OLIVEIRA GUILHERMI;CLEUDIMAR;44;UNIÃO;União Brasil;159
RORAINÓPOLIS;8;13;JANDERSON ALVES NOGUEIRA DO NASCIMENTO;JANDERSON DA DEZESSEIS;44;UNIÃO;União Brasil;50
RORAINÓPOLIS;8;13;BEZALIEL DINIZ FRAZÃO;BEZALIEL FRAZÃO;44;UNIÃO;União Brasil;2
RORAINÓPOLIS;8;13;JOSINA VARGAS DE OLIVEIRA;JOSY OLIVEIRA;44;UNIÃO;União Brasil;24
RORAINÓPOLIS;8;13;JOSÉ LIMA DOS SANTOS;ZÉ LIMA;44;UNIÃO;União Brasil;15
RORAINÓPOLIS;8;13;NAYARA ELIZETE SOUSA ROCHA;NAYARA SOUSA;44;UNIÃO;União Brasil;64
RORAINÓPOLIS;8;13;MAURICIO SOUZA LIMA;MAURICIO DO UBER;44;UNIÃO;União Brasil;19
UIRAMUTÃ;7;13;BETIZA MOREIRA DE SOUZA;NEGUINHA;43;PV;Partido Verde;7
UIRAMUTÃ;7;13;EDILENE DA SILVA SALOMÃO;EDY DA ÁGUA FRIA;43;PV;Partido Verde;54
UIRAMUTÃ;7;13;JULIMAR SENA FERREIRA;JULIMAR DA DEFESA CIVIL;43;PV;Partido Verde;168
UIRAMUTÃ;7;13;FÁBIA JOSÉ;FÁBIA PATAMONA;13;PT;Partido dos Trabalhadores;51
UIRAMUTÃ;7;13;LUCIVANIA SALES INGARICÓ;LUCIVANIA INGARICÓ;13;PT;Partido dos Trabalhadores;49
UIRAMUTÃ;7;13;MENOSSO SALES SOARES INGARICÓ;MENOSSO INGARICÓ;13;PT;Partido dos Trabalhadores;235
RORAINÓPOLIS;8;13;JOÃO DAMASCENO DA SILVA FILHO;JOÃO FILHO;12;PDT;Partido Democrático Trabalhista;496
IRACEMA;6;13;ANTONIO FRANCISCO LIMA;SANDRO DE CAMPOS NOVOS;12;PDT;Partido Democrático Trabalhista;412
PACARAIMA;7;13;MARCELO BENVINDO DA FONSECA SOARES;MARCELO BENVINDO;12;PDT;Partido Democrático Trabalhista;315
UIRAMUTÃ;7;13;ROMULO DA SILVA LIMA;ROMULO LIMA;12;PDT;Partido Democrático Trabalhista;222
CANTÁ;5;13;FRANCISCO HELIO FEITOSA RODRIGUES;HÉLIO DO TABOCA;12;PDT;Partido Democrático Trabalhista;534
SÃO LUIZ;4;13;RONALDO SOUZA SANTOS;RONALDO;12;PDT;Partido Democrático Trabalhista;185
ALTO ALEGRE;3;13;CÂNDIDO JOSÉ DE LIRA BARBOSA;CÂNDIDO LIRA;12;PDT;Partido Democrático Trabalhista;280
SÃO JOÃO DA BALIZA;4;13;WILKA BARROS SILVA;WILKA LEÃO;40;PSB;Partido Socialista Brasileiro;132
RORAINÓPOLIS;8;13;ERISNEIDE SILVA PEREIRA COSTA;PROFESSORA ERISNEIDE;40;PSB;Partido Socialista Brasileiro;365
MUCAJAÍ;6;13;ELIVANDRO GUIMARÃES DE OLIVEIRA;CACHEADO FILHO DO RAMIRO;40;PSB;Partido Socialista Brasileiro;708
ALTO ALEGRE;3;13;PEDRO DA SILVA;PROFESSOR PEDRO;18;REDE;Rede Sustentabilidade;72
ALTO ALEGRE;3;13;ERILENE NETO DE SOUZA;ERILENE;18;REDE;Rede Sustentabilidade;0
ALTO ALEGRE;3;13;VANESSA DA SILVA BARBOSA;VANESSA BARBOSA;18;REDE;Rede Sustentabilidade;30
NORMANDIA;5;13;THAIS VANESSA SOUZA PAULINO;THAIS VANESSA;23;CIDADANIA;Cidadania;4
NORMANDIA;5;13;STEFANO DO NASCIMENTO GONÇALVES;GAÚCHO TAXISTA;23;CIDADANIA;Cidadania;50
NORMANDIA;5;13;JANDERSON SOUZA DA COSTA;JANDERSON GORDÃO;23;CIDADANIA;Cidadania;208
NORMANDIA;5;13;RODRIGO DOS SANTOS FARIAS;RODRIGUINHO DO POVO;23;CIDADANIA;Cidadania;49
NORMANDIA;5;13;THAYSA KETHELEN DA SILVA BAHIA;THAYSA SILVA;23;CIDADANIA;Cidadania;2
PACARAIMA;7;13;LAURISON GABRIEL DA SILVA;GABRIEL TÎWIMA DO ALTO MIANG;50;PSOL;Partido Socialismo e Liberdade;61
PACARAIMA;7;13;ANITA YANES;TUXAUA ANITA TAUREPANG;50;PSOL;Partido Socialismo e Liberdade;12
PACARAIMA;7;13;TEDIR ALVES;TEDIR MACUXI;50;PSOL;Partido Socialismo e Liberdade;49
PACARAIMA;7;13;ROSANA DE SOUZA MAGALHÃES;ROSANA MACUXI;50;PSOL;Partido Socialismo e Liberdade;14
PACARAIMA;7;13;JOSÉ LOURENÇO MENANDRO DOS SANTOS;LO MENANDRO DA VICINAL SAMÃ;50;PSOL;Partido Socialismo e Liberdade;32
PACARAIMA;7;13;NALDINEY FLORES DA SILVA;NALDINEY TAUREPANG ;50;PSOL;Partido Socialismo e Liberdade;9
BOA VISTA;5;11;LINCOLN ALMEIDA FREIRE;LINCOLN FREIRE;50;PSOL;Partido Socialismo e Liberdade;443
BOA VISTA;1;11;LINCOLN ALMEIDA FREIRE;LINCOLN FREIRE;50;PSOL;Partido Socialismo e Liberdade;1058
BOA VISTA;1;13;THALIA PEREIRA RIBEIRO;THALIA RIBEIRO;23;CIDADANIA;Cidadania;6
BOA VISTA;5;13;THALIA PEREIRA RIBEIRO;THALIA RIBEIRO;23;CIDADANIA;Cidadania;13
BOA VISTA;5;13;JULIO JOSE DE SOUZA;JULIO MACUXI;23;CIDADANIA;Cidadania;24
BOA VISTA;1;13;JULIO JOSE DE SOUZA;JULIO MACUXI;23;CIDADANIA;Cidadania;34
BOA VISTA;1;13;EDIVAN ASSUNÇÃO DOS SANTOS;EDIVAN ASSUNÇÃO;23;CIDADANIA;Cidadania;301
BOA VISTA;5;13;EDIVAN ASSUNÇÃO DOS SANTOS;EDIVAN ASSUNÇÃO;23;CIDADANIA;Cidadania;320
BOA VISTA;5;13;LEÔNIDAS SILVA MORAIS;LEÔNIDAS;23;CIDADANIA;Cidadania;31
BOA VISTA;1;13;LEÔNIDAS SILVA MORAIS;LEÔNIDAS;23;CIDADANIA;Cidadania;22
BOA VISTA;1;13;WEIKMA KAROLINA LIMA;WEIKMA KAROLINA;23;CIDADANIA;Cidadania;4
BOA VISTA;5;13;WEIKMA KAROLINA LIMA;WEIKMA KAROLINA;23;CIDADANIA;Cidadania;10
BOA VISTA;1;13;GLORIA RODRIGUES SERRA;GLORIA RODRIGUES;18;REDE;Rede Sustentabilidade;62
BOA VISTA;1;13;SILVIA REIS;SILVIA REIS ;18;REDE;Rede Sustentabilidade;50
BOA VISTA;5;13;SILVIA REIS;SILVIA REIS ;18;REDE;Rede Sustentabilidade;20
BOA VISTA;5;13;ABDO FARUK DANTAS HANANIA;ABDO FARUK ;18;REDE;Rede Sustentabilidade;14
BOA VISTA;1;13;ABDO FARUK DANTAS HANANIA;ABDO FARUK ;18;REDE;Rede Sustentabilidade;21
BOA VISTA;5;13;CLEBESON PINTO DOS SANTOS;ELETRICISTA CLEBER FOFINHA;18;REDE;Rede Sustentabilidade;25
BOA VISTA;1;13;CLEBESON PINTO DOS SANTOS;ELETRICISTA CLEBER FOFINHA;18;REDE;Rede Sustentabilidade;23
BOA VISTA;5;13;RAIMUNDO NONATO AREIA SILVA;RAIMUNDO DA ODIC;18;REDE;Rede Sustentabilidade;17
